Source_path,Seed_output_path,top_left_x,top_left_y,bottom_right_x,bottom_right_y
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 5.png,3134,880,3314,1066
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 6.png,2156,823,2394,968
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 7.png,2501,623,2647,820
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 8.png,2069,595,2263,782
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 1.png,1516,1581,1825,1776
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 2.png,1983,1106,2215,1287
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 3.png,1754,901,1929,1100
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 4.png,2578,885,2714,1074
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 5.png,3134,880,3314,1066
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 6.png,2156,823,2394,968
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 7.png,2501,623,2647,820
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 8.png,2069,595,2263,782
left_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - left Segmented Seed 9.png,0,382,221,667
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 6.png,1188,700,1328,927
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 6.png,1188,700,1328,927
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 7.png,1710,573,1919,728
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 6.png,1188,700,1328,927
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 7.png,1710,573,1919,728
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 8.png,2041,208,2284,349
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 6.png,1188,700,1328,927
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 7.png,1710,573,1919,728
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 8.png,2041,208,2284,349
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 9.png,1299,67,1500,225
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 1.png,1591,1045,1810,1264
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 2.png,1167,983,1312,1222
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 3.png,1487,847,1735,1011
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 4.png,1972,713,2146,920
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 5.png,593,705,770,913
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 6.png,1188,700,1328,927
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 7.png,1710,573,1919,728
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 8.png,2041,208,2284,349
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 9.png,1299,67,1500,225
right_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - right Segmented Seed 10.png,3707,0,4032,590
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 4.png,1384,1013,1594,1176
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 4.png,1384,1013,1594,1176
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 5.png,1678,929,1844,1114
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 4.png,1384,1013,1594,1176
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 5.png,1678,929,1844,1114
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 6.png,1479,760,1705,881
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 4.png,1384,1013,1594,1176
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 5.png,1678,929,1844,1114
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 6.png,1479,760,1705,881
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 7.png,1804,738,1984,862
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 1.png,2603,1293,2759,1542
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 2.png,1762,1210,1981,1424
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 3.png,2017,1055,2203,1248
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 4.png,1384,1013,1594,1176
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 5.png,1678,929,1844,1114
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 6.png,1479,760,1705,881
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 7.png,1804,738,1984,862
rear_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - rear Segmented Seed 8.png,1835,435,1998,553
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 7.png,1463,1900,1641,2151
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 7.png,1463,1900,1641,2151
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 8.png,720,1824,906,1978
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 7.png,1463,1900,1641,2151
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 8.png,720,1824,906,1978
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 9.png,924,1545,1108,1810
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 1.png,0,3849,305,4032
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 2.png,940,2965,1153,3143
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 3.png,345,2622,544,2760
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 4.png,590,2152,776,2325
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 5.png,434,1935,601,2122
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 6.png,955,1910,1153,2118
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 7.png,1463,1900,1641,2151
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 8.png,720,1824,906,1978
front_S10.jpg,F:\CompV\Multiview_jpg\Bad seeds\Bad seeds - set 10\Set 10 - front Segmented Seed 9.png,924,1545,1108,1810
